surname,district,count,percent
ลายน้ำเงิน,ลพบุรี,2,0.04444444444
วงศ์กวี,ลพบุรี,2,0.04444444444
วังกานนท์,ลพบุรี,2,0.04444444444
เหลืองขจรวิทย์,ลพบุรี,2,0.04444444444
สุดลาภา,ลพบุรี,3,0.06666666667
เกียรติวินัยสกุล,ลพบุรี,3,0.06666666667
ธาราภูมิ,ลพบุรี,4,0.08888888889
คลังผา,ลพบุรี,5,0.1111111111
จิระพันธุ์วาณิช,ลพบุรี,8,0.1777777778
วรปัญญา,ลพบุรี,10,0.2222222222
ถาคำฟู,ลำปาง,1,0.02222222222
วงศ์สวัสดิ์,ลำปาง,1,0.02222222222
สิทธิวัง,ลำปาง,1,0.02222222222
สายเทพ,ลำปาง,2,0.04444444444
ตรีทอง,ลำปาง,4,0.08888888889
ทองสวัสดิ์,ลำปาง,4,0.08888888889
พยัคฆบุตร,ลำปาง,7,0.1555555556
โล่ห์สุนทร,ลำปาง,11,0.2444444444
จันทรสุรินทร์,ลำปาง,14,0.3111111111
วงศ์สวัสดิ์,ลำพูน,1,0.03703703704
วิพรหมชัย,ลำพูน,1,0.03703703704
การวัฒนาศิริกุล,ลำพูน,2,0.07407407407
ชมภูเทพ,ลำพูน,2,0.07407407407
ปานลักษณ์,ลำพูน,2,0.07407407407
พุทธปวน,ลำพูน,2,0.07407407407
วงศ์วรรณ,ลำพูน,3,0.1111111111
ด่านไพบูลย์,ลำพูน,4,0.1481481481
พงษ์มณี,ลำพูน,5,0.1851851852
มณีรัตน์,ลำพูน,5,0.1851851852
จึงวรานนท์,ศรีสะเกษ,1,0.01149425287
พรมดวง,ศรีสะเกษ,1,0.01149425287
สรรณ์ไตรภพ,ศรีสะเกษ,1,0.01149425287
แสงทอง,ศรีสะเกษ,1,0.01149425287
บุญเฉลียว,ศรีสะเกษ,2,0.02298850575
มหาสุวีระชัย,ศรีสะเกษ,2,0.02298850575
ลีธีระประเสริฐ,ศรีสะเกษ,2,0.02298850575
วงศ์ปลั่ง,ศรีสะเกษ,2,0.02298850575
สมหมาย,ศรีสะเกษ,2,0.02298850575
สืบสายพรหม,ศรีสะเกษ,2,0.02298850575
อังคสกุลเกียรติ,ศรีสะเกษ,2,0.02298850575
อินฉัตร,ศรีสะเกษ,2,0.02298850575
เจริญประเสริฐ,ศรีสะเกษ,2,0.02298850575
ใจดี,ศรีสะเกษ,2,0.02298850575
ชาญประดิษฐ์,ศรีสะเกษ,3,0.03448275862
ไตรสรณกุล,ศรีสะเกษ,3,0.03448275862
จิตสัมฤทธิ์,ศรีสะเกษ,4,0.04597701149
โพธิสาโร,ศรีสะเกษ,4,0.04597701149
ใสกระจ่าง,ศรีสะเกษ,4,0.04597701149
แซ่จึง,ศรีสะเกษ,5,0.05747126437
โหตระไวศยะ,ศรีสะเกษ,5,0.05747126437
จรัสดำรงนิตย์,ศรีสะเกษ,6,0.06896551724
วีสมหมาย,ศรีสะเกษ,6,0.06896551724
เครือรัตน์,ศรีสะเกษ,6,0.06896551724
เพ็งนรพัฒน์,ศรีสะเกษ,7,0.08045977011
วัชราภรณ์,ศรีสะเกษ,10,0.1149425287
บุญใหญ่,สกลนคร,1,0.01639344262
ลีลาบุตร,สกลนคร,1,0.01639344262
วิชิตวรสาร,สกลนคร,1,0.01639344262
สุทธิวงศ์,สกลนคร,1,0.01639344262
อุดมธรรมภักดี,สกลนคร,1,0.01639344262
แก้วก่า,สกลนคร,1,0.01639344262
ทองธิราช,สกลนคร,2,0.03278688525
รัตนวิจารณ์,สกลนคร,2,0.03278688525
ฤทธิ์ฤๅชัย,สกลนคร,2,0.03278688525
ศรีถาพร,สกลนคร,2,0.03278688525
สัพโส,สกลนคร,2,0.03278688525
สุขรัตน์,สกลนคร,2,0.03278688525
การุญ,สกลนคร,3,0.04918032787
ตยางคนนท์,สกลนคร,3,0.04918032787
รักความสุข,สกลนคร,3,0.04918032787
เวชกามา,สกลนคร,3,0.04918032787
พรหมภักดี,สกลนคร,4,0.06557377049
อุฬารกุล,สกลนคร,4,0.06557377049
สาระนันท์,สกลนคร,5,0.08196721311
อุประ,สกลนคร,5,0.08196721311
บุญศล,สกลนคร,6,0.09836065574
ตีรสวัสดิชัย,สกลนคร,7,0.1147540984
ขาวทอง,สงขลา,1,0.01388888889
จันทรโชติกุล,สงขลา,1,0.01388888889
จำนง,สงขลา,1,0.01388888889
ปริญญาศิริ,สงขลา,1,0.01388888889
พรหมเพชร,สงขลา,1,0.01388888889
ศรีก่อเกื้อ,สงขลา,1,0.01388888889
ศรีปาน,สงขลา,1,0.01388888889
ศิรินุพงศ์,สงขลา,1,0.01388888889
สวัสดี,สงขลา,1,0.01388888889
หลีเหร็ม,สงขลา,1,0.01388888889
ปาลาเร่,สงขลา,2,0.02777777778
ผ่องแผ้ว,สงขลา,2,0.02777777778
เอกอุรุ,สงขลา,3,0.04166666667
กัลยาศิริ,สงขลา,4,0.05555555556
ราชสีห์,สงขลา,4,0.05555555556
โสภา,สงขลา,4,0.05555555556
บุญญามณี,สงขลา,5,0.06944444444
พัฒโน,สงขลา,5,0.06944444444
สุวิทย์,สงขลา,6,0.08333333333
ลาภาโรจน์กิจ,สงขลา,7,0.09722222222
สุวรรณคีรี,สงขลา,7,0.09722222222
เสนเนียม,สงขลา,13,0.1805555556
รัชกิจประการ,สตูล,1,0.05882352941
เนาวเกตุ,สตูล,1,0.05882352941
เลียงประสิทธิ์,สตูล,1,0.05882352941
มะหะมัดยังกี,สตูล,2,0.1176470588
ม่าเหร็ม,สตูล,3,0.1764705882
สุธากุล,สตูล,3,0.1764705882
ใจสมุทร,สตูล,6,0.3529411765
ธารดำรงค์,สมุทรปราการ,1,0.01666666667
บุญชู,สมุทรปราการ,1,0.01666666667
พูลเจริญ,สมุทรปราการ,1,0.01666666667
วีรชาติวัฒนา,สมุทรปราการ,1,0.01666666667
สาดิษฐ์,สมุทรปราการ,1,0.01666666667
สุวรรณบุตร,สมุทรปราการ,1,0.01666666667
เทียนสุวรรณ,สมุทรปราการ,1,0.01666666667
เหมะ,สมุทรปราการ,1,0.01666666667
ชัยกิจเด่นนภาลัย,สมุทรปราการ,2,0.03333333333
ชัยสดมภ์,สมุทรปราการ,2,0.03333333333
ยั่งยืน,สมุทรปราการ,2,0.03333333333
ระหงษ์,สมุทรปราการ,2,0.03333333333
สุขวัฒน์,สมุทรปราการ,2,0.03333333333
สุทินเผือก,สมุทรปราการ,2,0.03333333333
เด่นนภาลัย,สมุทรปราการ,2,0.03333333333
รัศมิทัต,สมุทรปราการ,3,0.05
ลิ้มสกุลศิริรัตน์,สมุทรปราการ,3,0.05
กิจเลิศไพโรจน์,สมุทรปราการ,4,0.06666666667
กุลเจริญ,สมุทรปราการ,4,0.06666666667
ประสพดี,สมุทรปราการ,4,0.06666666667
พัธโนทัย,สมุทรปราการ,4,0.06666666667
ยังตรง,สมุทรปราการ,6,0.1
อัศวเหม,สมุทรปราการ,10,0.1666666667
ธนิกุล,สมุทรสงคราม,4,0.4444444444
รอดรัศมี,สมุทรสงคราม,5,0.5555555556
กลับบ้านเกาะ,สมุทรสาคร,1,0.04
นิลถนอม,สมุทรสาคร,1,0.04
ป้องวงษ์,สมุทรสาคร,1,0.04
สุนทรวร,สมุทรสาคร,1,0.04
เบ็ญจะปัก,สมุทรสาคร,1,0.04
ก๊กผล,สมุทรสาคร,2,0.08
ชวนบุญ,สมุทรสาคร,2,0.08
ระหงษ์,สมุทรสาคร,2,0.08
ทับสุวรรณ,สมุทรสาคร,4,0.16
ไกรวัตนุสสรณ์,สมุทรสาคร,10,0.4
ศิลาพร,สระบุรี,1,0.02941176471
อำนาคะ,สระบุรี,1,0.02941176471
คูวิจิตรสุวรรณ,สระบุรี,2,0.05882352941
รุ่งวิจิตรชัย,สระบุรี,3,0.08823529412
บุญสุภา,สระบุรี,4,0.1176470588
สุนทรวัฒน์,สระบุรี,4,0.1176470588
วงษ์ประยูร,สระบุรี,5,0.1470588235
อดิเรกสาร,สระบุรี,14,0.4117647059
ชิงนวรรณ์,สระแก้ว,1,0.04761904762
หิรัญบูรณะ,สระแก้ว,1,0.04761904762
เทียนทอง,สระแก้ว,19,0.9047619048
ผาสุข,สิงห์บุรี,1,0.09090909091
หอมหวล,สิงห์บุรี,1,0.09090909091
ปั้นเกตุ,สิงห์บุรี,2,0.1818181818
วิจารณ์ปรีชา,สิงห์บุรี,3,0.2727272727
ธนาคมานุสรณ์,สิงห์บุรี,4,0.3636363636
กุลศรี,สุพรรณบุรี,1,0.01886792453
จันทร์สว่าง,สุพรรณบุรี,1,0.01886792453
มาตรศรี,สุพรรณบุรี,2,0.03773584906
สุจิตต์,สุพรรณบุรี,2,0.03773584906
เที่ยงธรรม,สุพรรณบุรี,9,0.1698113208
ประเสริฐสุวรรณ,สุพรรณบุรี,10,0.1886792453
โพธสุธน,สุพรรณบุรี,10,0.1886792453
ศิลปอาชา,สุพรรณบุรี,18,0.3396226415
ประดิษฐพร,สุราษฎร์ธานี,1,0.01886792453
วิชัยดิษฐ,สุราษฎร์ธานี,1,0.01886792453
ศรีบุศยกาญจน์,สุราษฎร์ธานี,1,0.01886792453
ขวัญเมือง,สุราษฎร์ธานี,2,0.03773584906
บรรทัดฐาน,สุราษฎร์ธานี,4,0.07547169811
เลิศไกร,สุราษฎร์ธานี,5,0.09433962264
นิลวัชรมณี,สุราษฎร์ธานี,8,0.1509433962
กาญจนะ,สุราษฎร์ธานี,9,0.1698113208
พริ้งศุลกะ,สุราษฎร์ธานี,9,0.1698113208
เทือกสุบรรณ,สุราษฎร์ธานี,13,0.2452830189
กองทอง,สุรินทร์,1,0.01234567901
จรัสรพีพงษ์,สุรินทร์,1,0.01234567901
ทัศนเศรษฐ,สุรินทร์,1,0.01234567901
ธัญญสกุลกิจ,สุรินทร์,1,0.01234567901
ภูวพันธุ์,สุรินทร์,1,0.01234567901
วีระเสถียร,สุรินทร์,1,0.01234567901
สมบูรณ์เทอดธนา,สุรินทร์,1,0.01234567901
เทพวงศ์ศิริรัตน์,สุรินทร์,1,0.01234567901
ไชยศีรษะ,สุรินทร์,1,0.01234567901
ปรีชาชนะชัย,สุรินทร์,2,0.02469135802
มั่นหมาย,สุรินทร์,2,0.02469135802
เจริญพันธ์,สุรินทร์,2,0.02469135802
ควรหา,สุรินทร์,3,0.03703703704
สุไลมาน,สุรินทร์,3,0.03703703704
อามระดิษ,สุรินทร์,3,0.03703703704
เรืองกาญจนเศรษฐ์,สุรินทร์,3,0.03703703704
แสนภูมิ,สุรินทร์,3,0.03703703704
พูนศรีธนากูล,สุรินทร์,4,0.04938271605
สังข์พุ่ม,สุรินทร์,4,0.04938271605
เตียวเจริญโสภา,สุรินทร์,4,0.04938271605
แอกทอง,สุรินทร์,4,0.04938271605
รุ่งธนเกียรติ,สุรินทร์,5,0.06172839506
ร่วมพัฒนา,สุรินทร์,5,0.06172839506
ศรีสุรินทร์,สุรินทร์,7,0.08641975309
มุ่งเจริญพร,สุรินทร์,9,0.1111111111
มูลศาสตรสาทร,สุรินทร์,9,0.1111111111
กุลนาถศิริ,สุโขทัย,1,0.02857142857
คีรีมาศทอง,สุโขทัย,1,0.02857142857
ชัยวิรัตน์นุกุล,สุโขทัย,1,0.02857142857
พุกประเสริฐ,สุโขทัย,1,0.02857142857
สุรินทร์คำ,สุโขทัย,1,0.02857142857
ตั้งเบญจผล,สุโขทัย,2,0.05714285714
วิริยะพงษ์,สุโขทัย,2,0.05714285714
หมีเทศ,สุโขทัย,2,0.05714285714
ชุมดวง,สุโขทัย,3,0.08571428571
ทองปากน้ำ,สุโขทัย,4,0.1142857143
เขียวฤทธิ์,สุโขทัย,5,0.1428571429
ลิมปะพันธุ์,สุโขทัย,6,0.1714285714
เทพสุทิน,สุโขทัย,6,0.1714285714
ตันเทอดทิตย์,หนองคาย,1,0.02040816327
ติธรรม,หนองคาย,1,0.02040816327
ราชป้องขันธ์,หนองคาย,1,0.02040816327
รามสูต,หนองคาย,1,0.02040816327
แสงศรี,หนองคาย,1,0.02040816327
คนขยัน,หนองคาย,2,0.04081632653
คำพิไสย์,หนองคาย,2,0.04081632653
นิกรเทศ,หนองคาย,2,0.04081632653
บาลไธสง,หนองคาย,2,0.04081632653
เจริญดี,หนองคาย,2,0.04081632653
โกวิทศิริกุล,หนองคาย,2,0.04081632653
ศรีตะบุตร,หนองคาย,3,0.0612244898
อินทร์รอด,หนองคาย,3,0.0612244898
จารุสมบัติ,หนองคาย,4,0.08163265306
พรมพันห่าว,หนองคาย,4,0.08163265306
สุนทรชัย,หนองคาย,4,0.08163265306
จันทาทอง,หนองคาย,7,0.1428571429
เอียสกุล,หนองคาย,7,0.1428571429
กองจันทร์ดี,หนองบัวลำภู,1,0.04761904762
นุชิต,หนองบัวลำภู,1,0.04761904762
พิบูลย์วัฒนวงษ์,หนองบัวลำภู,1,0.04761904762
สุวรรณพรหม,หนองบัวลำภู,2,0.09523809524
สามิตร,หนองบัวลำภู,4,0.1904761905
พรหมา,หนองบัวลำภู,6,0.2857142857
หัตถสงเคราะห์,หนองบัวลำภู,6,0.2857142857
กีฬา,อำนาจเจริญ,1,0.07142857143
จันทวารา,อำนาจเจริญ,1,0.07142857143
ทองประเสริฐ,อำนาจเจริญ,1,0.07142857143
มะหิพันธ์,อำนาจเจริญ,1,0.07142857143
อุดมศักดิ์,อำนาจเจริญ,1,0.07142857143
บัวบุตร,อำนาจเจริญ,2,0.1428571429
ศิริขันธ์,อำนาจเจริญ,3,0.2142857143
เงินหมื่น,อำนาจเจริญ,4,0.2857142857
นุชิต,อุดรธานี,1,0.01063829787
นุอุปละ,อุดรธานี,1,0.01063829787
วรคามิน,อุดรธานี,1,0.01063829787
วิเชียรวรรณ,อุดรธานี,1,0.01063829787
สาราคำ,อุดรธานี,1,0.01063829787
อยู่ประเสริฐ,อุดรธานี,1,0.01063829787
เมาะราษี,อุดรธานี,1,0.01063829787
เอี่ยมวงศ์,อุดรธานี,1,0.01063829787
พรหมา,อุดรธานี,2,0.02127659574
วานิชชัง,อุดรธานี,2,0.02127659574
หัตถสงเคราะห์,อุดรธานี,2,0.02127659574
บุษราคัม,อุดรธานี,3,0.03191489362
ฝ้ายสีงาม,อุดรธานี,3,0.03191489362
พิมานเมฆินทร์,อุดรธานี,3,0.03191489362
ศรีพันธุ์,อุดรธานี,3,0.03191489362
สีลาวงษ์,อุดรธานี,3,0.03191489362
เมนะสวัสดิ์,อุดรธานี,3,0.03191489362
แสนแก้ว,อุดรธานี,3,0.03191489362
ชัยเชาวรัตน์,อุดรธานี,4,0.04255319149
ชำนาญศิลป์,อุดรธานี,4,0.04255319149
มนิสสาร,อุดรธานี,4,0.04255319149
สุขธนะ,อุดรธานี,4,0.04255319149
เพชรพนมพร,อุดรธานี,4,0.04255319149
จิรเมธากร,อุดรธานี,5,0.05319148936
ชัยนิคม,อุดรธานี,5,0.05319148936
ขาวขำ,อุดรธานี,6,0.06382978723
ชัยจิตวณิชกุล,อุดรธานี,6,0.06382978723
สนิทวงศ์ชัย,อุดรธานี,7,0.07446808511
ไชยสาส์น,อุดรธานี,10,0.1063829787
บรรจงศุภมิตร,อุตรดิตถ์,1,0.03703703704
เลี้ยงบำรุง,อุตรดิตถ์,1,0.03703703704
สีหลักษณ์,อุตรดิตถ์,2,0.07407407407
สุขสวัสดิ์,อุตรดิตถ์,2,0.07407407407
ศรัณย์เกตุ,อุตรดิตถ์,4,0.1481481481
เล็กอุทัย,อุตรดิตถ์,5,0.1851851852
ลิ้มตระกูล,อุตรดิตถ์,6,0.2222222222
ศิริวัฒน์,อุตรดิตถ์,6,0.2222222222
พัวพัฒนกุล,อุทัยธานี,1,0.05555555556
เหลืองบริบูรณ์,อุทัยธานี,1,0.05555555556
พลเสน,อุทัยธานี,2,0.1111111111
วีระยุทธวัฒนะ,อุทัยธานี,2,0.1111111111
เริงประเสริฐวิทย์,อุทัยธานี,2,0.1111111111
นุ้ยปรี,อุทัยธานี,3,0.1666666667
มงคลศิริ,อุทัยธานี,3,0.1666666667
ไทยเศรษฐ์,อุทัยธานี,4,0.2222222222
ขันอาสา,อุบลราชธานี,1,0.009523809524
จันทรวงศ์,อุบลราชธานี,1,0.009523809524
จุลโคตร,อุบลราชธานี,1,0.009523809524
ณรงค์เดช,อุบลราชธานี,1,0.009523809524
ทรงอำนาจเจริญ,อุบลราชธานี,1,0.009523809524
บันทุปา,อุบลราชธานี,1,0.009523809524
บัวขาว,อุบลราชธานี,1,0.009523809524
บุณย์ธิดา สมชัย,อุบลราชธานี,1,0.009523809524
พสุนนท์,อุบลราชธานี,1,0.009523809524
วาจาดี,อุบลราชธานี,1,0.009523809524
สันตพันธุ์,อุบลราชธานี,1,0.009523809524
เรืองกาญจนเศรษฐ์,อุบลราชธานี,1,0.009523809524
จรูญเนตร,อุบลราชธานี,2,0.01904761905
รัตโน,อุบลราชธานี,2,0.01904761905
ศรีหล้า,อุบลราชธานี,2,0.01904761905
เงินหมื่น,อุบลราชธานี,2,0.01904761905
เชื้อคง,อุบลราชธานี,2,0.01904761905
โสภิตชา,อุบลราชธานี,2,0.01904761905
โหตระไวศยะ,อุบลราชธานี,2,0.01904761905
ไทยมงคล,อุบลราชธานี,2,0.01904761905
ตันติวณิชชานนท์,อุบลราชธานี,3,0.02857142857
ทองประเสริฐ,อุบลราชธานี,3,0.02857142857
ผาลีพัฒน์,อุบลราชธานี,3,0.02857142857
พิริยะกิจไพบูลย์,อุบลราชธานี,3,0.02857142857
เทียมสุวรรณ,อุบลราชธานี,3,0.02857142857
เลาหพงศ์ชนะ,อุบลราชธานี,3,0.02857142857
โภคกุลกานนท์,อุบลราชธานี,3,0.02857142857
เทียมประเสริฐ,อุบลราชธานี,4,0.0380952381
โควสุรัตน์,อุบลราชธานี,4,0.0380952381
ฟองงาม,อุบลราชธานี,5,0.04761904762
พิทักษ์พรพัลลภ,อุบลราชธานี,6,0.05714285714
กัลป์ตินันท์,อุบลราชธานี,7,0.06666666667
สมชัย,อุบลราชธานี,7,0.06666666667
นามบุตร,อุบลราชธานี,9,0.08571428571
จินตะเวช,อุบลราชธานี,14,0.1333333333
หงษ์อุปถัมภ์ไชย,อ่างทอง,1,0.05555555556
วิสิษฐยุทธศาสตร์,อ่างทอง,2,0.1111111111
เปาอินทร์,อ่างทอง,3,0.1666666667
ปริศนานันทกุล,อ่างทอง,12,0.6666666667
คำสมุทร,เชียงราย,1,0.01449275362
พุทธจันทร์,เชียงราย,1,0.01449275362
รมยานนท์,เชียงราย,1,0.01449275362
รัตนสัค,เชียงราย,1,0.01449275362
เพียรพิเศษ,เชียงราย,1,0.01449275362
ปัญญาดี,เชียงราย,2,0.02898550725
ภูนิคม,เชียงราย,2,0.02898550725
มุตตามระ,เชียงราย,2,0.02898550725
ตรีรัตน์ณรงค์,เชียงราย,3,0.04347826087
ประชามอญ,เชียงราย,3,0.04347826087
อึ้งอภินันท์,เชียงราย,3,0.04347826087
เชื้อเมืองพาน,เชียงราย,3,0.04347826087
เลิศนุวัฒน์,เชียงราย,3,0.04347826087
เจียมวิจักษณ์,เชียงราย,4,0.05797101449
แก้วมีชัย,เชียงราย,4,0.05797101449
แก้วหลวง,เชียงราย,4,0.05797101449
จงสุทธนามณี,เชียงราย,6,0.08695652174
ติยะไพรัช,เชียงราย,7,0.1014492754
วันไชยธนวงศ์,เชียงราย,8,0.115942029
เตชะธีราวัฒน์,เชียงราย,10,0.1449275362
ดาบธรรม,เชียงใหม่,1,0.01111111111
ตันติมนตรี,เชียงใหม่,1,0.01111111111
ตั้งสุทธิธรรม,เชียงใหม่,1,0.01111111111
นิมมลรัตน์,เชียงใหม่,1,0.01111111111
บุญลือ,เชียงใหม่,1,0.01111111111
ผ่องเจริญกุล,เชียงใหม่,1,0.01111111111
พุทธปวน,เชียงใหม่,1,0.01111111111
ภูอิทธิวงศ์,เชียงใหม่,1,0.01111111111
รินคำ,เชียงใหม่,1,0.01111111111
วรวัลย์,เชียงใหม่,1,0.01111111111
สุวภาพ,เชียงใหม่,1,0.01111111111
แพรสกุล,เชียงใหม่,1,0.01111111111
ชินวัตร,เชียงใหม่,2,0.02222222222
นิยมไทย,เชียงใหม่,2,0.02222222222
วงศ์ไชย,เชียงใหม่,2,0.02222222222
สุภาศรี,เชียงใหม่,2,0.02222222222
อรรถปรียางกูร,เชียงใหม่,2,0.02222222222
เชาวน์ประยูร,เชียงใหม่,2,0.02222222222
เสียมภักดี,เชียงใหม่,2,0.02222222222
โกฎคำลือ,เชียงใหม่,2,0.02222222222
โตวิจักษณ์ชัยกุล,เชียงใหม่,2,0.02222222222
ตันสุหัช,เชียงใหม่,3,0.03333333333
ภู่จีนาพันธุ์,เชียงใหม่,3,0.03333333333
ยศสุข,เชียงใหม่,3,0.03333333333
วุฒินันชัย,เชียงใหม่,3,0.03333333333
บูรณุปกรณ์,เชียงใหม่,4,0.04444444444
ภัคเกษม,เชียงใหม่,4,0.04444444444
วงศ์สวัสดิ์,เชียงใหม่,4,0.04444444444
เตริยาภิรมย์,เชียงใหม่,4,0.04444444444
ทรงคำ,เชียงใหม่,5,0.05555555556
รัฐผไท,เชียงใหม่,5,0.05555555556
ณ เชียงใหม่,เชียงใหม่,6,0.06666666667
เกียรติไชยากร,เชียงใหม่,7,0.07777777778
อมรวิวัฒน์,เชียงใหม่,9,0.1
สถิรชวาล,เพชรบุรี,1,0.03703703704
อุสาหะ,เพชรบุรี,1,0.03703703704
อุ๋ยตระกูล,เพชรบุรี,1,0.03703703704
แก้วอยู่,เพชรบุรี,1,0.03703703704
ยี่สาร,เพชรบุรี,5,0.1851851852
พลบุตร,เพชรบุรี,6,0.2222222222
สุภาแพ่ง,เพชรบุรี,6,0.2222222222
อังกินันทน์,เพชรบุรี,6,0.2222222222
บัวอินทร์,เพชรบูรณ์,1,0.01666666667
บุตรขุนทอง,เพชรบูรณ์,1,0.01666666667
สว่างวโรรส,เพชรบูรณ์,1,0.01666666667
จันทร์แสงศรี,เพชรบูรณ์,2,0.03333333333
ตั้งตระกูลไท,เพชรบูรณ์,2,0.03333333333
แสงวิจิตร,เพชรบูรณ์,2,0.03333333333
ชวาลสันตติ,เพชรบูรณ์,3,0.05
นาคะบุตร,เพชรบูรณ์,3,0.05
พรพฤฒิพันธุ์,เพชรบูรณ์,3,0.05
บัวสุวรรณ,เพชรบูรณ์,4,0.06666666667
เกสรทอง,เพชรบูรณ์,4,0.06666666667
จันทรภักดี,เพชรบูรณ์,5,0.08333333333
พร้อมพัฒน์,เพชรบูรณ์,5,0.08333333333
ทองใจสด,เพชรบูรณ์,8,0.1333333333
พั้วช่วย,เพชรบูรณ์,8,0.1333333333
อนรรฆพันธ์,เพชรบูรณ์,8,0.1333333333
ชุนละเอียด,เลย,1,0.02857142857
บุษบา,เลย,1,0.02857142857
พัฒนชัยกุล,เลย,1,0.02857142857
สิทธิโห,เลย,1,0.02857142857
โยทองยศ,เลย,1,0.02857142857
เกตะวันดี,เลย,2,0.05714285714
กำลังเอก,เลย,3,0.08571428571
แสงเจริญรัตน์,เลย,3,0.08571428571
สังขทรัพย์,เลย,5,0.1428571429
ทิมสุวรรณ,เลย,7,0.2
เร่งสมบูรณ์สุข,เลย,10,0.2857142857
สันติวชิระกุล,แพร่,1,0.03846153846
ซื่อทรงธรรม,แพร่,1,0.03846153846
วิวรรธนดิฐกุล,แพร่,2,0.07692307692
ปราศจากศัตรู,แพร่,3,0.1153846154
รังคสิริ,แพร่,3,0.1153846154
วงศ์วรรณ,แพร่,3,0.1153846154
เสรีรักษ์,แพร่,5,0.1923076923
เอื้ออภิญญกุล,แพร่,8,0.3076923077
วันไชยธนวงศ์,แม่ฮ่องสอน,1,0.08333333333
ยะสินธุ์,แม่ฮ่องสอน,2,0.1666666667
สว่างกุล,แม่ฮ่องสอน,2,0.1666666667
ไพรวัลย์,แม่ฮ่องสอน,2,0.1666666667
จีนาคำ,แม่ฮ่องสอน,5,0.4166666667
